Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Social Support,Health Life Expectancy,Freedom,Trust (Government Corruption),Generosity,Year,Latitude,Longitude
Guatemala,43,6.1229999999999976,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2015,15.783471,-90.23075899999999
Uzbekistan,44,6.002999999999999,0.63244,1.34043,0.59772,0.6582100000000001,0.30826,0.22837,2015,41.377491,64.585262
Slovakia,45,5.995,1.1689100000000001,1.26999,0.7890199999999999,0.31751,0.03431,0.16893,2015,48.669026,19.699024
Japan,46,5.987,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,2015,36.204824,138.252924
South Korea,47,5.984,1.24461,0.9577399999999999,0.9653799999999999,0.33208000000000004,0.07857,0.18557,2015,35.907757,127.766922
Ecuador,48,5.975,0.8640200000000001,0.99903,0.79075,0.48573999999999995,0.1809,0.11540999999999994,2015,-1.831239,-78.18340599999999
Bahrain,49,5.96,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,2015,26.0667,50.5577
Italy,50,5.9479999999999995,1.25114,1.19777,0.9544600000000001,0.26236,0.02901,0.22823000000000002,2015,41.87194,12.56738
Bolivia,51,5.89,0.68133,0.97841,0.5392,0.57414,0.08800000000000001,0.20536,2015,-16.290154,-63.58865299999999
Moldova,52,5.888999999999999,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,2015,47.411631,28.369885
Paraguay,53,5.877999999999999,0.75985,1.30477,0.66098,0.53899,0.08242000000000001,0.3424,2015,-23.442503,-58.443832
Kazakhstan,54,5.855,1.1225399999999999,1.1224100000000001,0.64368,0.51649,0.08454,0.11827,2015,48.019573,66.923684
Slovenia,55,5.848,1.18498,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,2015,46.151241,14.995463
Lithuania,56,5.8329999999999975,1.14723,1.25745,0.73128,0.21341999999999997,0.01031,0.026410000000000003,2015,55.169438,23.881275
Nicaragua,57,5.827999999999999,0.59325,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2015,12.865416,-85.207229
Peru,58,5.824,0.9001899999999999,0.97459,0.73017,0.4149600000000001,0.05989,0.14982,2015,-9.189967,-75.015152
Belarus,59,5.813,1.0319200000000002,1.23289,0.7360800000000001,0.37938,0.1909,0.11045999999999999,2015,53.709807,27.953389
Poland,60,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,2015,51.919438,19.145136
Malaysia,61,5.77,1.12486,1.07023,0.7239399999999999,0.5302399999999999,0.10500999999999999,0.33075,2015,4.210484,101.975766
Croatia,62,5.7589999999999995,1.08254,0.79624,0.78805,0.25883,0.0243,0.054439999999999995,2015,45.1,15.2000001
Libya,63,5.754,1.13145,1.1186200000000002,0.7038,0.41668,0.11023,0.18295,2015,26.3351,17.228331
Russia,64,5.716,1.13764,1.23617,0.6692600000000001,0.36679,0.03005,0.00199,2015,61.52401,105.318756
Jamaica,65,5.709,0.81038,1.1510200000000002,0.6874100000000001,0.50442,0.02299,0.2123,2015,18.109581,-77.297508
North Cyprus,66,5.695,1.2080600000000001,1.07008,0.92356,0.49027,0.1428,0.26169000000000003,2015,35.2480359,33.6577243
Cyprus,67,5.689,1.20813,0.89318,0.92356,0.40671999999999997,0.06146,0.30638000000000004,2015,35.126413,33.429859
Algeria,68,5.605,0.93929,1.07772,0.61766,0.28579,0.17382999999999998,0.07822,2015,28.033886,1.659626
Kosovo,69,5.5889999999999995,0.80148,0.81198,0.63132,0.24749000000000002,0.04741,0.2831,2015,42.6026359,20.902977
Turkmenistan,70,5.547999999999999,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,2015,38.969719,59.556278
Mauritius,71,5.477,1.0076100000000001,0.98521,0.7095,0.56066,0.07521,0.37744,2015,-20.348404,57.55215200000001
Hong Kong,72,5.474,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478,2015,22.3193039,114.1693611
Estonia,73,5.428999999999999,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,2015,58.595272,25.0136071
Indonesia,74,5.399,0.8282700000000001,1.0870799999999998,0.63793,0.46611,0.0,0.51535,2015,-0.789275,113.921327
Vietnam,75,5.36,0.63216,0.9122600000000001,0.7467600000000001,0.59444,0.10440999999999999,0.1686,2015,14.058324,108.277199
Turkey,76,5.332000000000002,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2015,38.963745,35.243322
Kyrgyzstan,77,5.2860000000000005,0.47428000000000003,1.15115,0.65088,0.43477,0.042319999999999997,0.3003,2015,41.20438,74.766098
Nigeria,78,5.268,0.65435,0.9043200000000001,0.16007000000000002,0.34334000000000003,0.0403,0.27233,2015,9.081999,8.675277
Bhutan,79,5.252999999999999,0.77042,1.10395,0.57407,0.5320600000000001,0.15445,0.47998,2015,27.514162,90.433601
Azerbaijan,80,5.2120000000000015,1.02389,0.9379299999999999,0.64045,0.3703,0.16065,0.07799,2015,40.143105,47.576927
Pakistan,81,5.194,0.59543,0.41411000000000003,0.51466,0.12102,0.10464000000000001,0.33671,2015,30.375321,69.34511599999999
Jordan,82,5.192,0.9019799999999999,1.05392,0.69639,0.40660999999999997,0.14293,0.11052999999999999,2015,36.1500042,-95.9882368
Montenegro,82,5.192,0.9743799999999999,0.9055700000000001,0.72521,0.1826,0.14296,0.1614,2015,42.708678,19.37439
China,84,5.14,0.89012,0.94675,0.81658,0.5169699999999999,0.02781,0.08185,2015,35.86166,104.195397
Zambia,85,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,2015,-13.133897,27.849332
Romania,86,5.124,1.04345,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,2015,45.943161,24.96676
Serbia,87,5.122999999999998,0.92053,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2015,44.016521,21.005859
Portugal,88,5.102,1.15991,1.13935,0.8751899999999999,0.51469,0.01078,0.13719,2015,39.39987199999999,-8.224454
Latvia,89,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,2015,56.879635,24.603189
Philippines,90,5.073,0.70532,1.03516,0.58114,0.62545,0.12279000000000001,0.24991,2015,12.879721,121.774017
Somaliland region,91,5.0569999999999995,0.18847,0.95152,0.43873,0.46581999999999996,0.39928,0.5031800000000001,2015,9.411743399999999,46.8252838
Morocco,92,5.013,0.7347899999999999,0.64095,0.60954,0.4169100000000001,0.08546000000000001,0.07172,2015,31.791702,-7.092619999999999
Macedonia,93,5.007,0.91851,1.00232,0.73545,0.33457,0.053270000000000005,0.22359,2015,41.608635,21.745275
Mozambique,94,4.971,0.08308,1.02626,0.09131,0.34037,0.15603,0.22269,2015,-18.665695,35.529562
Albania,95,4.959,0.8786700000000001,0.8043399999999999,0.81325,0.35733000000000004,0.06412999999999999,0.14272,2015,41.153332,20.168331
Bosnia and Herzegovina,96,4.949,0.8322299999999999,0.9191600000000001,0.79081,0.09245,0.00227,0.24808000000000002,2015,43.915886,17.679076
Lesotho,97,4.898,0.37545,1.04103,0.07612000000000001,0.31767,0.12504,0.16388,2015,-29.609988,28.233608
Dominican Republic,98,4.885,0.8953700000000001,1.17202,0.66825,0.57672,0.14234000000000002,0.21684,2015,18.735693,-70.162651
Laos,99,4.876,0.5906600000000001,0.73803,0.54909,0.59591,0.24249,0.42191999999999996,2015,19.85627,102.495496
Mongolia,100,4.874,0.82819,1.3006,0.60268,0.43626000000000004,0.026660000000000003,0.3323,2015,46.862496,103.846656
Swaziland,101,4.867,0.71206,1.07284,0.07566,0.30658,0.0306,0.18259,2015,-26.522503,31.465866
Greece,102,4.857,1.15406,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,2015,39.074208,21.824312
Lebanon,103,4.8389999999999995,1.0256399999999999,0.80001,0.83947,0.33916,0.04582,0.21854,2015,33.854721,35.862285
Hungary,104,4.8,1.12094,1.20215,0.75905,0.32111999999999996,0.02758,0.128,2015,47.162494,19.5033041
Honduras,105,4.788,0.59532,0.9534799999999999,0.6951,0.40148,0.06825,0.23026999999999997,2015,15.199999,-86.241905
Tajikistan,106,4.7860000000000005,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.15072,0.22974,2015,38.861034,71.276093
Tunisia,107,4.739,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2015,33.886917,9.537499
Palestinian Territories,108,4.715,0.59867,0.92558,0.66015,0.24499,0.12905,0.11250999999999999,2015,31.952162,35.233154
Bangladesh,109,4.694,0.39753,0.4310600000000001,0.60164,0.4082,0.12569,0.21222,2015,23.684994,90.356331
Iran,110,4.686,1.0088,0.54447,0.69805,0.30033000000000004,0.058629999999999995,0.38086,2015,32.427908,53.688046
Ukraine,111,4.681,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,2015,48.379433,31.1655799
Iraq,112,4.677,0.98549,0.81889,0.60237,0.0,0.13788,0.17922000000000002,2015,33.223191,43.679291
South Africa,113,4.6419999999999995,0.9204899999999999,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,2015,-30.559482,22.937506
Ghana,114,4.633,0.5455800000000001,0.6795399999999999,0.40131999999999995,0.42341999999999996,0.04355,0.23087,2015,7.946527,-1.023194
Zimbabwe,115,4.61,0.271,1.0327600000000001,0.33475,0.25861,0.08079,0.18987,2015,-19.015438,29.154857
Liberia,116,4.5710000000000015,0.0712,0.78968,0.34201,0.28531,0.062320000000000014,0.24361999999999998,2015,6.428055,-9.429499000000002
India,117,4.565,0.64499,0.38174,0.5152899999999999,0.39786,0.08492000000000001,0.26475,2015,20.593684,78.96288
Sudan,118,4.55,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2015,12.862807,30.217636
Haiti,119,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2015,18.971187,-72.285215
Congo (Kinshasa),120,4.5169999999999995,0.0,1.0012,0.09806000000000001,0.22605,0.07625,0.24834,2015,-4.038333,21.758664
Nepal,121,4.513999999999999,0.35996999999999996,0.86449,0.5687399999999999,0.38282,0.059070000000000004,0.32295999999999997,2015,28.394857,84.12400799999999
Ethiopia,122,4.512,0.19072999999999998,0.60406,0.44055,0.4345,0.15048,0.24325,2015,9.145000000000001,40.489673
Sierra Leone,123,4.507,0.33024000000000003,0.9557100000000001,0.0,0.4084,0.08786000000000001,0.21488000000000002,2015,8.460555,-11.779889
Mauritania,124,4.436,0.45407,0.86908,0.35874,0.24231999999999998,0.17461,0.21899999999999997,2015,21.00789,-10.940835
Kenya,125,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,2015,-0.023559,37.906193
Djibouti,126,4.369,0.44025,0.59207,0.36291,0.46074,0.28105,0.18093,2015,11.825138,42.590275
Armenia,127,4.35,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.039,0.07855,2015,40.069099,45.038189
Botswana,128,4.332,0.99355,1.10464,0.047760000000000004,0.49495,0.12474,0.10461,2015,-22.328474,24.684866
Myanmar,129,4.3069999999999995,0.27108000000000004,0.70905,0.4824600000000001,0.44017,0.19034,0.79588,2015,21.916221,95.955974
Georgia,130,4.297,0.7419,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,2015,32.1656221,-82.9000751
Malawi,131,4.292,0.016040000000000002,0.41134,0.22562,0.43054,0.06977,0.33128,2015,-13.254308,34.301525
Sri Lanka,132,4.271,0.83524,1.01905,0.70806,0.5372600000000001,0.09179,0.40828000000000003,2015,7.873053999999999,80.77179699999999
Cameroon,133,4.252,0.4225,0.8876700000000001,0.23401999999999998,0.49309,0.05786,0.20618000000000009,2015,7.369721999999999,12.354722
Bulgaria,134,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,2015,42.733883,25.48583
Egypt,135,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,2015,26.820553,30.802498
Yemen,136,4.077,0.5464899999999999,0.68093,0.40064,0.35570999999999997,0.07854,0.09131,2015,15.552727,48.516388
Angola,137,4.033,0.75778,0.8604,0.16683,0.10384000000000004,0.07122,0.12344000000000001,2015,-11.202692,17.873887
Mali,138,3.995,0.26074,1.03526,0.20583,0.38856999999999997,0.12352,0.18798,2015,17.570692,-3.996166
Congo (Brazzaville),139,3.989,0.67866,0.6629,0.31051,0.41466000000000003,0.11685999999999999,0.12387999999999999,2015,-4.2633597,15.2428853
Comoros,140,3.9560000000000004,0.23906,0.79273,0.36315,0.22916999999999998,0.19899999999999998,0.17440999999999998,2015,-11.6455,43.3333
Uganda,141,3.931,0.21101999999999999,1.13299,0.33860999999999997,0.45726999999999995,0.07267,0.29066,2015,1.373333,32.290275
Senegal,142,3.904,0.36498,0.97619,0.4354,0.36772,0.10712999999999999,0.2084300000000001,2015,14.497401,-14.452362
Gabon,143,3.8960000000000004,1.06024,0.90528,0.43372,0.31914000000000003,0.11091,0.06822,2015,-0.803689,11.609444
Niger,144,3.845,0.0694,0.77265,0.29707,0.47691999999999996,0.15639,0.19387000000000001,2015,17.607789,8.081666
Cambodia,145,3.819,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,2015,12.565679,104.990963
Tanzania,146,3.781,0.2852,1.00268,0.38215,0.32878,0.057470000000000014,0.34376999999999996,2015,-6.369028,34.888822
Madagascar,147,3.681,0.20824,0.66801,0.46721,0.19184,0.08123999999999999,0.21333000000000002,2015,-18.766947,46.869107
Central African Republic,148,3.678,0.0785,0.0,0.06699,0.48878999999999995,0.08288999999999999,0.23835,2015,6.611110999999999,20.939444
Chad,149,3.667,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,2015,15.454166,18.732207
Guinea,150,3.656,0.17417,0.46475,0.24009,0.37725,0.12139000000000001,0.28657,2015,9.945587,-9.696645
Ivory Coast,151,3.655,0.46534,0.77115,0.15185,0.46866,0.17922000000000002,0.20165,2015,7.539988999999999,-5.547079999999999
Burkina Faso,152,3.5869999999999997,0.25811999999999996,0.85188,0.27125,0.39493,0.12832000000000002,0.21746999999999997,2015,12.238333,-1.561593
Afghanistan,153,3.575,0.31982,0.30285,0.30335,0.23414000000000001,0.09719,0.3651,2015,33.93911,67.709953
Rwanda,154,3.465,0.22208000000000008,0.7737,0.42863999999999997,0.59201,0.55191,0.22628,2015,-1.940278,29.873888
Benin,155,3.34,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,2015,9.30769,2.315834
Syria,156,3.0060000000000002,0.6632,0.47489,0.7219300000000001,0.15684,0.18905999999999998,0.47179,2015,34.80207499999999,38.996815
Burundi,157,2.905,0.0153,0.41586999999999996,0.22396,0.1185,0.10062,0.19727,2015,-3.373056,29.918886
Togo,158,2.839,0.20868,0.13995,0.28443,0.36453,0.10730999999999999,0.16680999999999999,2015,8.619543,0.824782
Denmark,1,7.526,1.4417799999999998,1.16374,0.79504,0.5794100000000001,0.44453000000000004,0.36171,2016,56.26392,9.501785
Switzerland,2,7.508999999999999,1.5273299999999999,1.14524,0.86303,0.58557,0.41203,0.28083,2016,46.818188,8.227511999999999
Iceland,3,7.501,1.42666,1.18326,0.8673299999999999,0.56624,0.14975,0.47678000000000004,2016,64.963051,-19.020835
Norway,4,7.4979999999999976,1.57744,1.1269,0.79579,0.59609,0.35775999999999997,0.37895,2016,60.47202399999999,8.468945999999999
Finland,5,7.4129999999999985,1.40598,1.1346399999999999,0.81091,0.57104,0.41003999999999996,0.25492,2016,61.92410999999999,25.7481511
Canada,6,7.404,1.44015,1.0961,0.8276,0.5737,0.31329,0.44833999999999996,2016,56.130366,-106.346771
Netherlands,7,7.338999999999999,1.46468,1.02912,0.8123100000000001,0.55211,0.29927,0.47416,2016,52.132633,5.291265999999999
New Zealand,8,7.334,1.36066,1.17278,0.83096,0.5814699999999999,0.41903999999999997,0.4940100000000001,2016,-40.900557,174.885971
Australia,9,7.313,1.4444299999999999,1.10476,0.8512,0.5683699999999999,0.32331,0.47407,2016,-25.274398,133.775136
Sweden,10,7.291,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254,2016,60.12816100000001,18.643501
Israel,11,7.267,1.33766,0.9953700000000001,0.8491700000000001,0.36432,0.08728,0.32288,2016,31.046051,34.851612
Austria,12,7.119,1.45038,1.0838299999999998,0.80565,0.54355,0.2134800000000001,0.32865,2016,47.516231,14.550072
United States,13,7.104,1.50796,1.04782,0.779,0.48163,0.14868,0.41076999999999997,2016,37.09024,-95.712891
Costa Rica,14,7.0870000000000015,1.06879,1.02152,0.76146,0.55225,0.10547000000000001,0.22553,2016,9.748916999999999,-83.753428
Puerto Rico,15,7.039,1.35943,1.08113,0.77758,0.46823000000000004,0.12275,0.22202,2016,18.220833,-66.590149
Germany,16,6.994,1.44787,1.09774,0.81487,0.53466,0.28551,0.30451999999999996,2016,51.165691,10.451526
Brazil,17,6.952000000000001,1.08754,1.03938,0.61415,0.40425,0.14165999999999998,0.15775999999999998,2016,-14.235004,-51.92528
Belgium,18,6.928999999999999,1.42539,1.05249,0.8195899999999999,0.51354,0.26248,0.2424,2016,50.503887,4.469936
Ireland,19,6.907,1.4834100000000001,1.16157,0.81455,0.54008,0.29754,0.44963000000000003,2016,53.1423672,-7.692053599999999
Luxembourg,20,6.871,1.6975200000000001,1.03999,0.8454200000000001,0.5487,0.35329,0.27571,2016,49.815273,6.129582999999999
Mexico,21,6.778,1.1150799999999998,0.7146,0.71143,0.37709000000000004,0.18355,0.11735,2016,23.634501,-102.552784
Singapore,22,6.739,1.64555,0.8675799999999999,0.94719,0.4877,0.46986999999999995,0.32706,2016,1.352083,103.819836
United Kingdom,23,6.725,1.40283,1.0867200000000001,0.80991,0.50036,0.27399,0.50156,2016,55.378051,-3.435973
Chile,24,6.705,1.2167,0.9058700000000001,0.8188300000000001,0.37789,0.11450999999999999,0.31595,2016,-35.675147,-71.542969
Panama,25,6.7010000000000005,1.18306,0.9891200000000001,0.70835,0.48927,0.08423,0.2418,2016,8.537981,-80.782127
Argentina,26,6.65,1.15137,1.0661200000000002,0.69711,0.42283999999999994,0.07296,0.10989000000000004,2016,-38.416097,-63.61667199999999
Czech Republic,27,6.596,1.30915,1.00793,0.76376,0.41418,0.03986,0.09929,2016,49.81749199999999,15.472962
United Arab Emirates,28,6.5729999999999995,1.57352,0.8711399999999999,0.72993,0.56215,0.35561,0.26591,2016,23.424076,53.847818
Uruguay,29,6.545,1.18157,1.0314299999999998,0.72183,0.54388,0.21394000000000002,0.18056,2016,-32.522779,-55.765835
Malta,30,6.4879999999999995,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237,2016,35.937496,14.375416
Colombia,31,6.481,1.0303200000000001,1.02169,0.59659,0.44735,0.053989999999999996,0.15625999999999998,2016,4.570868,-74.297333
France,32,6.478,1.39488,1.00508,0.83795,0.46562,0.17808,0.1216,2016,46.227638,2.213749
Thailand,33,6.474,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696,2016,15.870032,100.992541
Saudi Arabia,34,6.379,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457,2016,23.885942,45.079162
Taiwan,34,6.379,1.39729,0.92624,0.79565,0.32377,0.0663,0.25495,2016,23.69781,120.960515
Qatar,36,6.375,1.82427,0.87964,0.71723,0.56679,0.48049,0.32388,2016,25.354826,51.183884
Spain,37,6.3610000000000015,1.34253,1.12945,0.8789600000000001,0.37545,0.061370000000000015,0.17665,2016,40.46366700000001,-3.74922
Algeria,38,6.355,1.05266,0.83309,0.6180399999999999,0.21006,0.16157,0.07044,2016,28.033886,1.659626
Guatemala,39,6.324,0.83454,0.8711899999999999,0.5403899999999999,0.50379,0.08701,0.28808,2016,15.783471,-90.23075899999999
Suriname,40,6.269,1.09686,0.77866,0.5093300000000001,0.5223399999999999,0.12692,0.16665,2016,3.919305,-56.027783
Kuwait,41,6.239,1.61714,0.8775799999999999,0.63569,0.43166000000000004,0.23669,0.15965,2016,29.31166,47.481766
Bahrain,42,6.218,1.44024,0.9439700000000001,0.65696,0.47375,0.25772,0.17147,2016,26.0667,50.5577
Trinidad and Tobago,43,6.1679999999999975,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935,2016,10.691803,-61.222503
Venezuela,44,6.084,1.1336700000000002,1.03302,0.6190399999999999,0.19847,0.08304,0.0425,2016,6.42375,-66.58973
Slovakia,45,6.077999999999999,1.27973,1.0826799999999999,0.70367,0.23390999999999998,0.02947,0.13837,2016,48.669026,19.699024
El Salvador,46,6.068,0.8737,0.80975,0.596,0.37269,0.10613,0.08877,2016,13.794185,-88.89653
Malaysia,47,6.005,1.25142,0.88025,0.62366,0.39031,0.09081,0.41473999999999994,2016,4.210484,101.975766
Nicaragua,48,5.992000000000001,0.69384,0.8952100000000001,0.65213,0.46581999999999996,0.16292,0.29773,2016,12.865416,-85.207229
Uzbekistan,49,5.987,0.7359100000000001,1.1681,0.50163,0.60848,0.28333,0.34326,2016,41.377491,64.585262
Italy,50,5.977,1.35495,1.04167,0.8510200000000001,0.18827,0.02556,0.16684000000000002,2016,41.87194,12.56738
Ecuador,51,5.976,0.97306,0.85974,0.68613,0.4027,0.18037,0.10074,2016,-1.831239,-78.18340599999999
Belize,52,5.956,0.87616,0.68655,0.45569,0.51231,0.10770999999999999,0.23684000000000002,2016,17.189877,-88.49765
Japan,53,5.921,1.3800700000000001,1.06054,0.91491,0.46761,0.18985,0.10224,2016,36.204824,138.252924
Kazakhstan,54,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2016,48.019573,66.923684
Moldova,55,5.897,0.69177,0.8313200000000001,0.5230899999999999,0.25201999999999997,0.019030000000000002,0.19997,2016,47.411631,28.369885
Russia,56,5.856,1.2322799999999998,1.05261,0.58991,0.32682,0.03586,0.027360000000000002,2016,61.52401,105.318756
Poland,57,5.835,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,2016,51.919438,19.145136
South Korea,57,5.835,1.35948,0.7219399999999999,0.88645,0.25168,0.07716,0.18824000000000002,2016,35.907757,127.766922
Bolivia,59,5.822,0.79422,0.8377899999999999,0.4697,0.50961,0.07746,0.21698,2016,-16.290154,-63.58865299999999
Lithuania,60,5.813,1.2692,1.0641100000000001,0.64674,0.18929,0.0182,0.02025,2016,55.169438,23.881275
Belarus,61,5.8020000000000005,1.1306200000000002,1.04993,0.6310399999999999,0.29091,0.17457,0.13942000000000002,2016,53.709807,27.953389
